X_cal_uT,Y_cal_uT,Z_cal_uT,Magnitude_cal_uT
-0.08759737874814921,0.39180397552750124,0.9114671939682638,0.9959699301098814
-0.09299507984230093,0.39725579505307795,0.9012953424580719,0.989339954674197
-0.08584929187494007,0.3999837344409109,0.9086053623183442,0.99645410991494
-0.08394107774812178,0.4021793644485441,0.8943269268686452,0.9841824006981968
-0.08361858253797205,0.4022626478137096,0.8978634022595896,0.9874036632952714
-0.09703438252962983,0.40508644297905616,0.9053215122668219,0.996552927972928
-0.08765171659792279,0.4034293733763416,0.902327352582636,0.992286618847689
-0.095002731496479,0.4115687431208313,0.8976850888232627,0.9920951909980624
-0.0881688491551535,0.4201345958231861,0.8909576163808939,0.9889854896589637
-0.08450210055834682,0.41708055975355945,0.8929963019970468,0.9892113999057615
-0.08450449304331142,0.42274177455156814,0.8925750467083166,0.9912324809558398
-0.08283982526093635,0.4278375775832678,0.8914106839488993,0.9922300322504987
-0.07789319233675304,0.43394216705968675,0.8894889279488033,0.9927556127811008
-0.07393517367375899,0.4367085714314793,0.8768738646230764,0.9823892104084315
-0.06963403717040327,0.4472035211462611,0.8857778194651068,0.9947071096129869
-0.07225230891135116,0.44949772314909414,0.8747653987652608,0.9861455785715346
-0.06165685339817656,0.45702737915140795,0.8689710548630922,0.9837612957698856
-0.06084455997967208,0.4609784773586333,0.882669387054479,0.9976514741682756
-0.058754043545283935,0.46385517303303997,0.8743076978777987,0.9914774882723302
-0.054929747342325745,0.46843612398836404,0.8729925150299216,0.9922527957625524
-0.05894329813480406,0.4688204358521137,0.8673475228995179,0.9877037202256069
-0.055483817870600485,0.47769099080753236,0.8727053188635847,0.9964344987589354
-0.0500255990678112,0.4755596326026106,0.8717236130724899,0.994264342270897
-0.04563167454558482,0.4801371607143233,0.8703723022845079,0.995068785262949
-0.04589823600520447,0.4810532865585747,0.865082576909247,0.9909020019402216
-0.03219132086433054,0.48400292589805516,0.861941989119895,0.9890597080180901
-0.02447962209822608,0.4861731354894717,0.8686232021070882,0.995725783942802
-0.014311454005604698,0.4874858244795047,0.8609070513231804,0.9894484310979477
-0.0006757263758432207,0.4922070240313724,0.8672839131968787,0.9972209370054592
0.00855092922857985,0.4970967889801069,0.8573266843141862,0.9910536714235821
0.02027577037726935,0.49556732572406575,0.8600973700430592,0.9928572743071791
0.025128960168613847,0.5001708563114788,0.8599173945649385,0.9951182219303725
0.03725555038186605,0.5107946875483969,0.854733624247536,0.9964279990452136
0.047921724496382774,0.5041122603723295,0.8580067100405397,0.9962937203510807
0.050377032708403637,0.5003931862475649,0.8529945227854174,0.9902175731471421
0.05948039960024138,0.49935365336369847,0.8547893185774378,0.9917443058663648
0.059892129229801146,0.4963191764004224,0.8570344495656188,0.9921833700222535
0.0643758859590691,0.49727813078677463,0.8544223696299308,0.9906903551442447
0.07150170641018612,0.4997792886888587,0.8522633318214267,0.9905779213112259
0.07683108138796027,0.5028783375436545,0.8537890089251771,0.9938537665065968
0.08267726200052986,0.49618226265596854,0.8555893319614234,0.9925046460306851
0.08566968151751125,0.4975945291029499,0.8506847593756088,0.9892442416099453
0.09326508595666447,0.49963360085297787,0.8502605549794582,0.9905933185287457
0.09686636795384039,0.501227564831281,0.8530536871592151,0.9941392046203573
0.10521036074398571,0.5010922053454572,0.8489675509652458,0.9914174301765026
0.10715479459801236,0.5073288181238744,0.851993598410938,0.9973754415652755
0.10379576707493401,0.5022322874606083,0.8544203604831369,0.9965164244701251
0.11368781448246817,0.5036606190010713,0.8514791151459439,0.9957989866554705
0.11507967069038738,0.5061110105522976,0.8461268173774917,0.9926340094384432
0.12127343936844612,0.5072439805000789,0.8510981416097669,0.9981842262335222
0.11793214179361834,0.5080824520571623,0.8436014349022517,0.9918261688045878
0.12632147875017918,0.503025305101068,0.8482630656356633,0.9942543950555452
0.11908686477330178,0.5067304870253847,0.8517999095668785,0.9982587609335871
0.12292290044338473,0.49848440665093574,0.8513297124925358,0.9941624728886991
0.12160492826195368,0.5006236534866745,0.8550266914589594,0.9982396726814635
0.12152762139185423,0.4965745165118523,0.856697141061978,0.9976398171253533
0.11222220500391039,0.494361429200395,0.8495379412901656,0.9892935659694395
0.11243223714061354,0.49708843429573724,0.8555093878854992,0.9958083310653975
0.11215508609687948,0.4920833634603012,0.8607206794219346,0.997779979713142
0.11652109270778671,0.488954818116936,0.859780548884917,0.9959300032865923
0.11409465612350943,0.486282676529196,0.8556836778788023,0.9907991666511101
0.11866751651633804,0.4863830304495914,0.8607290439666091,0.9957434001353744
0.11238769177365125,0.48786592666183326,0.857035014107606,0.99254882553265
0.11529631695511977,0.4884920043333137,0.862777781610052,0.9981498782452244
0.1177586933973164,0.4854888810935536,0.8667157792057626,1.0003813300238893
0.1206901867957669,0.4802653252361718,0.8634092445325113,0.9953373434957642
0.11931923889088013,0.4832480417368765,0.8588240234917573,0.9926451802827612
0.11815099467637495,0.4832838237657521,0.8600985814876327,0.9936259264601046
0.11394333447107248,0.47990306102989344,0.8679582367101079,0.9983193537787234
0.12083991476269265,0.4781618604293086,0.8609868235619625,0.992239567905045
0.1188148649279351,0.4706371647069722,0.8685940661750395,0.9950236000848172
0.11550776984002982,0.47888006672663913,0.8690307158764276,0.9989407131247698
0.11819668992634753,0.47375810339019564,0.8699189579507575,0.9975851800420614
0.11876531204809081,0.47094013295979525,0.8602967353668717,0.9879272650660914
0.12230351993060064,0.47152088218801946,0.8642655693989618,0.9920912598018867
0.11959039945348855,0.46949107902219,0.86438118650857,0.9908978617964762
0.1217431799716036,0.46591550301800866,0.8653015815312798,0.9902754590631115
0.10964823583924546,0.46500334881425026,0.868440852808632,0.9911812976736951
0.119007322033359,0.46747617351855686,0.8655177103903269,0.9908671063792648
0.11551633095237261,0.46655492956528444,0.8698897516794536,0.9938439037873639
0.11552928886032986,0.4645087456478866,0.8698324707899884,0.9928363000054755
0.11879408738075205,0.4629448967925563,0.8695827945579867,0.9922722656882909
0.12417964059788573,0.46700474761304456,0.8693541409059208,0.994630906287561
0.12659300332598056,0.4653607937473308,0.8656015366559292,0.9908846941543418
0.129417312029063,0.45966476904084225,0.8634884152031522,0.9867384576169361
0.12924484660100471,0.4653587075140831,0.86601134792314,0.9915838904317421
0.12506413257026353,0.4630062903292941,0.8733200552769637,0.9963452118061319
0.12000248016660517,0.46185266915362805,0.8676989270324958,0.9902574974337794
0.10933234182748917,0.46387766986852347,0.8648751965872047,0.987494384411319
0.12715464900465165,0.46588298600370087,0.8649583661002834,0.9906403164105995
0.11995494452704668,0.4587921897146517,0.8687727227108154,0.9897704308505155
0.12256191066743742,0.4654702374172402,0.869414132731961,0.9937629989397787
0.12954392507493218,0.4593078182544744,0.8711573306889883,0.9933078048856095
0.12330761534056095,0.4648925087147544,0.8663740606975995,0.9909257417736818
0.12758017881862965,0.4602629044823833,0.8671757106825573,0.990006240620609
0.12753685189249986,0.46182124426085447,0.8677990702416641,0.991271777341406
0.1326695610514214,0.4634624650866181,0.8728515392493399,0.9971301211695911
0.13048459528666947,0.4562701629364164,0.8733689143042153,0.9939728123374771
0.13502450609417518,0.4558837534893843,0.8790249843462121,0.9993730720038458
0.12957526804510786,0.470615117049501,0.869690066127846,0.9973109593331131
0.12855901352664353,0.4651453793359894,0.8779122488681612,1.0018071474037893
0.1269841434905429,0.4602941828961482,0.8683695154537788,0.990990072036794
0.13160350916428332,0.4583343028696542,0.8727774719529866,0.9945503166557295
0.13150144759276555,0.4612390872530089,0.865177306818957,0.9892248978687734
0.13269572135616525,0.45933149000809764,0.87273589669891,0.9951188459506446
0.1267048444506736,0.4609117196149964,0.8731584709299851,0.9954393232349785
0.12968387348868265,0.4587486431965908,0.8687781405784138,0.9909811714783626
0.13783321770026116,0.4537920079899354,0.8775899227748583,0.9975416056351368
0.13817985597486895,0.4531077639683799,0.8716396291288849,0.9920463504461878
0.13815687402490706,0.45673684487848193,0.8717412216498232,0.9937950617875954
0.13353615915448486,0.4501750373550857,0.8771843222398734,0.9949581927110358
0.13611024784351314,0.4556641763459042,0.8700637994963603,0.9915477075597807
0.13955112271779083,0.45352602163169964,0.8668101791701014,0.9881903940343562
0.14345786405957994,0.4503714738126341,0.8646987133232223,0.9854534428411813
0.1399994473192376,0.4522347603329986,0.8774099218559159,0.9969775798253144
0.13871898452011522,0.4548756568483263,0.8811183702846807,1.001261405584286
0.13966956504087716,0.4480345519188039,0.874337932613675,0.9923252327331733
0.1348671465702094,0.45390890049094296,0.8819129722369637,1.0009959679083242
0.14024183254918468,0.4464730337855509,0.8736810256816129,0.9911228360453119
0.14162695680286105,0.4522249807798233,0.877306699169902,0.9971121664802511
0.13631450174239823,0.44759544771670995,0.8763153393381613,0.993404198783837
0.14381010633914887,0.44913724891456885,0.8776610155229688,0.9963405407874527
0.1455506180619615,0.44753994875244024,0.875729550595032,0.9941726378918968
0.14695554591081786,0.4501647090050288,0.8792676815918736,0.9986770517036412
0.15012410040354346,0.44944565507499334,0.8707830112043937,0.9913635533899531
0.14634001009826952,0.4517275523986105,0.8799717943756344,0.9999117656314855
0.14406330148091795,0.44695194600400745,0.8734525023989715,0.9916852075217097
0.13832103575908794,0.4440258205891065,0.8790668708230196,0.9945100309508556
0.147354915420052,0.44867560256223177,0.8816006687245773,1.0001214958837024
0.15225700297727288,0.44555768440474675,0.8812045389465879,0.9991122482222954
0.15206065599645546,0.44750083053973916,0.8753166598509762,0.9947656464959463
0.15022670114080408,0.4475970718128619,0.878989905300889,0.9977647288073289
0.15977512470744845,0.4458537849790293,0.8724283034199539,0.9926957402263931
0.16600904195685504,0.4459303093167579,0.876790318122613,0.9975841341622896
0.17396325670875576,0.44007963249824206,0.8707938445092462,0.9910677157791478
0.18034073329770992,0.44471661439245364,0.8722956577270607,0.9955879477437076
0.1741891304312849,0.4391637511428202,0.8760861504516574,0.9953560149471364
0.17436281430017564,0.44425066008195435,0.8726609510686706,0.9946346945054785
0.17660028875660086,0.44884114610162434,0.871446410339657,0.9960245391136748
0.17566769781779998,0.44641675702609834,0.8779700434179705,1.0004891094607964
0.1816818755112886,0.44460842067312206,0.8680312056664202,0.9920499612587294
0.166665756699398,0.4484317336989892,0.8750405097195156,0.9972784906407306
0.17492608590987987,0.44525102557517987,0.8726529231875486,0.9951737213448081
0.18245304640644208,0.43879650983430046,0.883240033278923,1.0029678198089447
0.1814187127341585,0.44267787930615377,0.8727488302236699,0.9952723118895135
0.18419436816019394,0.44466469610083886,0.8708507822992623,0.9950051970977949
0.17797864789082002,0.45228152044902536,0.865544664498205,0.9926744376108598
0.1807860103002242,0.44166808739968627,0.8739606600161085,0.9957718193458588
0.18129593094179397,0.4458096896640868,0.8746203033255672,0.9982861157823183
0.1921558392244561,0.4451901041938369,0.8733386129634497,0.9989186294754426
0.18134268071153517,0.4437108484734728,0.8739818129654688,0.9967992246661825
0.18789862613930922,0.4421123097108013,0.8729009373777571,0.9963559778401625
0.17695451511124108,0.43863034542184237,0.8752744484394105,0.9948943865727927
0.18067300806103498,0.44325560800863956,0.8757889022580314,0.9980603544832642
0.183702585876768,0.4497734570404957,0.8698231895988142,0.9963107867928684
0.18191092758859967,0.44319064514928175,0.8733094615793406,0.9960817984523054
0.17970196883112508,0.44580541918777067,0.8741433973124473,0.997578041279936
0.17967820101134582,0.4442751794682824,0.8746802951516074,0.9973616744876209
0.1735767143516295,0.441781714886126,0.8773523669133356,0.9975204935745761
0.1771585679983044,0.4442050984999035,0.8712831703867812,0.9939002418491302
0.17970015260266098,0.4355253851723146,0.8750150887203896,0.9937936966308771
0.1664984295400712,0.4423410364230182,0.8784376090435196,0.9975168933532882
0.16007167994056193,0.447723270379914,0.8861018213233307,1.0056120063479768
0.16738917162728534,0.44190411646399264,0.8813017330483358,0.9999955637901055
0.16426353565079632,0.4377494696318488,0.8796075244879842,0.9961508442215692
