Timestamp_ms,X_uT,Y_uT,Z_uT,Magnitude_uT,System_Time
430202,14.84,20.573,72.52,76.829,2025-05-29T22:39:48.197104
430211,14.693,20.72,72.28,76.613,2025-05-29T22:39:48.206195
430220,14.88,20.787,72.453,76.831,2025-05-29T22:39:48.337512
430229,14.907,20.853,72.133,76.553,2025-05-29T22:39:48.339602
430238,14.92,20.853,72.213,76.631,2025-05-29T22:39:48.342139
430247,14.6,20.92,72.36,76.725,2025-05-29T22:39:48.365333
430256,14.827,20.88,72.307,76.708,2025-05-29T22:39:48.371517
430265,14.64,21.093,72.187,76.617,2025-05-29T22:39:48.372925
430273,14.8,21.32,72.04,76.572,2025-05-29T22:39:48.374301
430282,14.893,21.24,72.093,76.619,2025-05-29T22:39:48.375650
430291,14.893,21.387,72.08,76.647,2025-05-29T22:39:48.377037
430300,14.933,21.52,72.053,76.667,2025-05-29T22:39:48.378434
430309,15.053,21.68,72.013,76.698,2025-05-29T22:39:48.379797
430318,15.133,21.76,71.733,76.473,2025-05-29T22:39:48.381158
430327,15.253,22.027,71.933,76.761,2025-05-29T22:39:48.382524
430336,15.173,22.093,71.68,76.527,2025-05-29T22:39:48.383909
430345,15.427,22.293,71.56,76.523,2025-05-29T22:39:48.385329
430354,15.467,22.387,71.867,76.845,2025-05-29T22:39:48.386708
430362,15.507,22.467,71.68,76.702,2025-05-29T22:39:48.388091
430371,15.6,22.587,71.653,76.731,2025-05-29T22:39:48.389444
430380,15.493,22.6,71.52,76.589,2025-05-29T22:39:48.390788
430389,15.587,22.827,71.64,76.787,2025-05-29T22:39:48.392139
430398,15.72,22.773,71.627,76.786,2025-05-29T22:39:48.393482
430407,15.827,22.893,71.6,76.819,2025-05-29T22:39:48.394854
430416,15.813,22.92,71.48,76.712,2025-05-29T22:39:48.396245
430425,16.147,23.0,71.427,76.756,2025-05-29T22:39:48.397620
430434,16.347,23.053,71.587,76.963,2025-05-29T22:39:48.398974
430443,16.587,23.093,71.427,76.878,2025-05-29T22:39:48.400331
430451,16.933,23.213,71.587,77.138,2025-05-29T22:39:48.401684
430460,17.147,23.347,71.373,77.027,2025-05-29T22:39:48.403038
430469,17.44,23.307,71.453,77.155,2025-05-29T22:39:48.404385
430478,17.56,23.427,71.453,77.219,2025-05-29T22:39:48.405583
430487,17.853,23.707,71.347,77.273,2025-05-29T22:39:48.406934
430496,18.12,23.533,71.44,77.368,2025-05-29T22:39:48.408286
430505,18.173,23.44,71.333,77.254,2025-05-29T22:39:48.409643
430514,18.4,23.413,71.387,77.349,2025-05-29T22:39:48.411023
430523,18.413,23.333,71.44,77.377,2025-05-29T22:39:48.412407
430532,18.52,23.36,71.387,77.361,2025-05-29T22:39:48.413764
430540,18.693,23.427,71.347,77.386,2025-05-29T22:39:48.415116
430549,18.827,23.507,71.387,77.479,2025-05-29T22:39:48.416475
430558,18.973,23.333,71.44,77.512,2025-05-29T22:39:48.417845
430567,19.04,23.373,71.333,77.442,2025-05-29T22:39:48.429194
430576,19.227,23.427,71.333,77.504,2025-05-29T22:39:48.430924
430585,19.32,23.467,71.4,77.601,2025-05-29T22:39:48.432924
430594,19.52,23.467,71.32,77.577,2025-05-29T22:39:48.435833
430603,19.573,23.627,71.387,77.701,2025-05-29T22:39:48.437564
430612,19.493,23.493,71.44,77.689,2025-05-29T22:39:48.440289
430621,19.733,23.533,71.387,77.713,2025-05-29T22:39:48.441673
430629,19.76,23.6,71.267,77.63,2025-05-29T22:39:48.443040
430638,19.92,23.627,71.387,77.789,2025-05-29T22:39:48.444397
430647,19.827,23.653,71.213,77.614,2025-05-29T22:39:48.445748
430656,20.04,23.52,71.333,77.738,2025-05-29T22:39:48.447174
430665,19.867,23.613,71.4,77.783,2025-05-29T22:39:48.448549
430674,19.96,23.4,71.4,77.743,2025-05-29T22:39:48.449906
430683,19.933,23.453,71.48,77.825,2025-05-29T22:39:48.451255
430692,19.933,23.347,71.52,77.83,2025-05-29T22:39:48.452637
430701,19.693,23.293,71.347,77.594,2025-05-29T22:39:48.454018
430710,19.707,23.36,71.48,77.74,2025-05-29T22:39:48.455386
430719,19.707,23.227,71.6,77.81,2025-05-29T22:39:48.456746
430727,19.813,23.147,71.587,77.801,2025-05-29T22:39:48.465302
430736,19.747,23.08,71.493,77.678,2025-05-29T22:39:48.472434
430745,19.867,23.08,71.613,77.819,2025-05-29T22:39:48.482853
430754,19.707,23.12,71.52,77.705,2025-05-29T22:39:48.485755
430763,19.787,23.133,71.653,77.852,2025-05-29T22:39:48.488636
430772,19.853,23.053,71.747,77.931,2025-05-29T22:39:48.491548
430781,19.92,22.92,71.68,77.847,2025-05-29T22:39:48.495187
430790,19.88,23.0,71.573,77.762,2025-05-29T22:39:48.496599
430799,19.853,23.0,71.6,77.78,2025-05-29T22:39:48.497952
430808,19.76,22.907,71.773,77.888,2025-05-29T22:39:48.499314
430816,19.92,22.867,71.627,77.782,2025-05-29T22:39:48.500677
430825,19.88,22.667,71.8,77.873,2025-05-29T22:39:48.502124
430834,19.8,22.88,71.8,77.915,2025-05-29T22:39:48.503504
430843,19.867,22.747,71.827,77.918,2025-05-29T22:39:48.504862
430852,19.867,22.68,71.613,77.702,2025-05-29T22:39:48.506208
430861,19.96,22.693,71.707,77.815,2025-05-29T22:39:48.507575
430870,19.893,22.64,71.707,77.783,2025-05-29T22:39:48.508946
430879,19.947,22.547,71.733,77.794,2025-05-29T22:39:48.510209
430888,19.653,22.52,71.787,77.761,2025-05-29T22:39:48.511589
430897,19.88,22.587,71.733,77.788,2025-05-29T22:39:48.512994
430906,19.8,22.56,71.827,77.846,2025-05-29T22:39:48.514332
430914,19.8,22.507,71.827,77.831,2025-05-29T22:39:48.515670
430923,19.88,22.467,71.827,77.84,2025-05-29T22:39:48.517010
430932,20.013,22.573,71.827,77.905,2025-05-29T22:39:48.518458
430941,20.067,22.533,71.747,77.833,2025-05-29T22:39:48.519817
430950,20.133,22.387,71.707,77.771,2025-05-29T22:39:48.521174
430959,20.133,22.533,71.76,77.863,2025-05-29T22:39:48.522513
430968,20.04,22.467,71.92,77.967,2025-05-29T22:39:48.530169
430977,19.907,22.44,71.787,77.802,2025-05-29T22:39:48.536610
430986,19.64,22.493,71.707,77.676,2025-05-29T22:39:48.547628
430995,20.08,22.547,71.733,77.828,2025-05-29T22:39:48.550622
431004,19.907,22.36,71.813,77.804,2025-05-29T22:39:48.553891
431012,19.973,22.533,71.827,77.883,2025-05-29T22:39:48.557866
431021,20.147,22.373,71.88,77.931,2025-05-29T22:39:48.559238
431030,19.987,22.52,71.76,77.821,2025-05-29T22:39:48.560705
431039,20.093,22.4,71.787,77.838,2025-05-29T22:39:48.562088
431048,20.093,22.44,71.8,77.862,2025-05-29T22:39:48.563457
431057,20.227,22.48,71.92,78.019,2025-05-29T22:39:48.564830
431066,20.173,22.293,71.933,77.964,2025-05-29T22:39:48.566207
431075,20.293,22.28,72.067,78.114,2025-05-29T22:39:48.567572
431084,20.147,22.667,71.84,77.979,2025-05-29T22:39:48.568921
431093,20.133,22.52,72.027,78.105,2025-05-29T22:39:48.570274
431101,20.08,22.4,71.813,77.86,2025-05-29T22:39:48.571659
431110,20.2,22.347,71.92,77.974,2025-05-29T22:39:48.573004
431119,20.187,22.427,71.747,77.833,2025-05-29T22:39:48.574349
431128,20.227,22.373,71.92,77.988,2025-05-29T22:39:48.575698
431137,20.08,22.413,71.92,77.962,2025-05-29T22:39:48.577048
431146,20.147,22.36,71.827,77.878,2025-05-29T22:39:48.578403
431155,20.36,22.227,72.04,78.092,2025-05-29T22:39:48.579762
431164,20.36,22.213,71.907,77.965,2025-05-29T22:39:48.581108
431173,20.36,22.307,71.907,77.992,2025-05-29T22:39:48.582496
431182,20.253,22.133,72.027,78.025,2025-05-29T22:39:48.583856
431191,20.307,22.28,71.867,77.933,2025-05-29T22:39:48.585187
431199,20.387,22.227,71.8,77.877,2025-05-29T22:39:48.586540
431208,20.48,22.147,71.76,77.842,2025-05-29T22:39:48.594509
431217,20.413,22.187,72.04,78.094,2025-05-29T22:39:48.611571
431226,20.387,22.253,72.12,78.18,2025-05-29T22:39:48.614156
431235,20.4,22.08,71.973,77.999,2025-05-29T22:39:48.616583
431244,20.293,22.227,72.133,78.16,2025-05-29T22:39:48.621239
431253,20.413,22.04,71.96,77.979,2025-05-29T22:39:48.622623
431262,20.453,22.187,72.04,78.105,2025-05-29T22:39:48.623970
431271,20.32,22.067,72.013,78.011,2025-05-29T22:39:48.625313
431280,20.507,22.107,72.053,78.108,2025-05-29T22:39:48.626624
431289,20.547,22.067,72.013,78.071,2025-05-29T22:39:48.628019
431297,20.587,22.133,72.093,78.174,2025-05-29T22:39:48.629195
431306,20.653,22.12,71.907,78.016,2025-05-29T22:39:48.630549
431315,20.573,22.173,72.107,78.194,2025-05-29T22:39:48.631911
431324,20.507,22.053,71.96,78.007,2025-05-29T22:39:48.633283
431333,20.373,21.973,72.08,78.06,2025-05-29T22:39:48.634649
431342,20.6,22.093,72.147,78.215,2025-05-29T22:39:48.635998
431351,20.72,22.013,72.147,78.224,2025-05-29T22:39:48.637366
431360,20.707,22.067,72.013,78.113,2025-05-29T22:39:48.638719
431369,20.667,22.067,72.093,78.176,2025-05-29T22:39:48.640064
431378,20.893,22.027,71.96,78.102,2025-05-29T22:39:48.641375
431386,21.053,22.027,72.067,78.243,2025-05-29T22:39:48.642583
431395,21.24,21.88,71.947,78.142,2025-05-29T22:39:48.643959
431404,21.4,22.0,71.987,78.256,2025-05-29T22:39:48.645327
431413,21.253,21.853,72.067,78.249,2025-05-29T22:39:48.646698
431422,21.253,21.987,71.987,78.213,2025-05-29T22:39:48.648040
431431,21.307,22.107,71.96,78.236,2025-05-29T22:39:48.649265
431440,21.293,22.04,72.107,78.349,2025-05-29T22:39:48.650630
431449,21.427,22.0,71.893,78.178,2025-05-29T22:39:48.651996
431458,21.067,22.093,72.027,78.229,2025-05-29T22:39:48.653373
431467,21.267,22.013,71.987,78.224,2025-05-29T22:39:48.654787
431476,21.467,21.84,72.24,78.463,2025-05-29T22:39:48.656149
431484,21.427,21.947,72.0,78.261,2025-05-29T22:39:48.657329
431493,21.493,22.0,71.96,78.257,2025-05-29T22:39:48.658770
431502,21.333,22.2,71.827,78.147,2025-05-29T22:39:48.660182
431511,21.413,21.92,72.027,78.274,2025-05-29T22:39:48.661398
431520,21.427,22.027,72.04,78.32,2025-05-29T22:39:48.662804
431529,21.693,22.013,72.027,78.377,2025-05-29T22:39:48.664214
431538,21.427,21.973,72.027,78.293,2025-05-29T22:39:48.665587
431547,21.587,21.933,72.013,78.313,2025-05-29T22:39:48.666956
431556,21.32,21.84,72.053,78.251,2025-05-29T22:39:48.668308
431565,21.413,21.96,72.067,78.322,2025-05-29T22:39:48.669524
431573,21.48,22.133,71.933,78.267,2025-05-29T22:39:48.670926
431582,21.44,21.96,72.013,78.28,2025-05-29T22:39:48.680165
431591,21.387,22.027,72.027,78.297,2025-05-29T22:39:48.698645
431600,21.387,21.987,72.04,78.298,2025-05-29T22:39:48.702013
431609,21.24,21.92,72.093,78.288,2025-05-29T22:39:48.704896
431618,21.32,21.987,71.96,78.206,2025-05-29T22:39:48.709698
431627,21.387,21.76,72.053,78.247,2025-05-29T22:39:48.711145
431636,21.067,21.933,72.107,78.258,2025-05-29T22:39:48.712534
431645,20.92,22.067,72.267,78.403,2025-05-29T22:39:48.713919
431654,21.093,21.92,72.173,78.322,2025-05-29T22:39:48.715274
431663,21.013,21.813,72.133,78.234,2025-05-29T22:39:48.716619
431671,21.027,22.0,72.093,78.253,2025-05-29T22:39:48.718051
431680,21.213,21.88,72.28,78.442,2025-05-29T22:39:48.719434
431689,21.0,21.747,72.133,78.212,2025-05-29T22:39:48.720800
431698,21.067,21.907,72.2,78.336,2025-05-29T22:39:48.722177
431707,21.12,21.787,72.067,78.194,2025-05-29T22:39:48.723536
431716,20.933,21.933,71.987,78.111,2025-05-29T22:39:48.724898
431725,21.147,21.92,72.267,78.423,2025-05-29T22:39:48.726238
431734,21.133,21.693,72.053,78.159,2025-05-29T22:39:48.727598
431743,20.84,21.787,72.187,78.23,2025-05-29T22:39:48.728941
431752,20.987,21.907,72.28,78.388,2025-05-29T22:39:48.730302
431760,21.013,21.84,72.173,78.279,2025-05-29T22:39:48.731655
431769,21.053,21.893,72.28,78.403,2025-05-29T22:39:48.732996
431778,21.067,21.827,72.173,78.289,2025-05-29T22:39:48.734354
431787,20.933,21.933,72.213,78.32,2025-05-29T22:39:48.735703
431796,21.053,22.0,72.04,78.211,2025-05-29T22:39:48.737069
431805,20.96,21.893,72.187,78.291,2025-05-29T22:39:48.738453
431814,21.0,21.88,72.16,78.274,2025-05-29T22:39:48.739835
431823,21.053,21.947,72.16,78.307,2025-05-29T22:39:48.741186
431832,20.973,21.947,72.027,78.163,2025-05-29T22:39:48.742535
431841,21.067,21.96,72.067,78.228,2025-05-29T22:39:48.743974
431850,21.107,21.933,72.173,78.33,2025-05-29T22:39:48.745380
431858,21.24,21.973,71.987,78.205,2025-05-29T22:39:48.746762
431867,21.28,21.987,72.147,78.367,2025-05-29T22:39:48.748127
431876,21.333,22.013,72.067,78.315,2025-05-29T22:39:48.749478
431885,21.333,21.827,72.08,78.275,2025-05-29T22:39:48.750829
431894,21.453,21.907,72.08,78.331,2025-05-29T22:39:48.752202
431903,21.667,21.8,71.96,78.249,2025-05-29T22:39:48.753452
431912,21.667,21.92,72.16,78.467,2025-05-29T22:39:48.754829
431921,21.813,21.787,72.04,78.36,2025-05-29T22:39:48.756189
431930,22.04,21.867,71.907,78.323,2025-05-29T22:39:48.757534
431939,22.2,21.867,72.147,78.588,2025-05-29T22:39:48.758895
431947,22.44,21.787,71.893,78.402,2025-05-29T22:39:48.760372
431956,22.533,21.813,72.08,78.607,2025-05-29T22:39:48.770106
431965,22.587,22.027,71.92,78.535,2025-05-29T22:39:48.788525
431974,22.627,21.813,71.773,78.353,2025-05-29T22:39:48.792455
431983,22.573,21.96,71.867,78.464,2025-05-29T22:39:48.796211
431992,22.68,21.973,71.867,78.499,2025-05-29T22:39:48.801042
432001,22.667,21.693,71.813,78.368,2025-05-29T22:39:48.802419
432010,22.627,21.88,71.88,78.469,2025-05-29T22:39:48.803799
432019,22.44,21.867,71.987,78.51,2025-05-29T22:39:48.805070
432028,22.8,21.84,71.84,78.472,2025-05-29T22:39:48.806435
432036,22.68,21.947,71.747,78.381,2025-05-29T22:39:48.807782
432045,23.0,21.733,71.88,78.537,2025-05-29T22:39:48.809153
432054,22.96,21.667,71.96,78.58,2025-05-29T22:39:48.810502
432063,22.88,21.6,72.08,78.648,2025-05-29T22:39:48.811871
432072,22.707,21.6,71.853,78.39,2025-05-29T22:39:48.813213
432081,22.893,21.467,71.907,78.457,2025-05-29T22:39:48.814578
432090,22.88,21.4,71.88,78.41,2025-05-29T22:39:48.815918
432099,22.987,21.453,72.053,78.615,2025-05-29T22:39:48.817259
432108,22.667,21.52,72.093,78.577,2025-05-29T22:39:48.818527
432117,22.707,21.56,72.053,78.563,2025-05-29T22:39:48.819899
432126,22.8,21.507,72.067,78.587,2025-05-29T22:39:48.821262
432134,22.707,21.587,72.107,78.619,2025-05-29T22:39:48.822608
432143,22.787,21.44,72.227,78.712,2025-05-29T22:39:48.823955
432152,22.733,21.453,72.133,78.615,2025-05-29T22:39:48.825333
432161,22.587,21.32,71.96,78.377,2025-05-29T22:39:48.826700
432170,22.52,21.253,72.027,78.401,2025-05-29T22:39:48.828054
432179,22.627,21.373,72.173,78.599,2025-05-29T22:39:48.829421
432188,22.52,21.333,72.04,78.435,2025-05-29T22:39:48.830767
432197,22.453,21.453,72.133,78.534,2025-05-29T22:39:48.832108
432206,22.347,21.227,72.2,78.503,2025-05-29T22:39:48.833450
432215,22.347,21.373,72.16,78.506,2025-05-29T22:39:48.834940
432223,22.347,21.213,72.013,78.328,2025-05-29T22:39:48.836331
432232,22.427,21.187,72.107,78.43,2025-05-29T22:39:48.837714
432241,22.44,21.387,72.147,78.524,2025-05-29T22:39:48.839059
432250,22.453,21.4,72.067,78.458,2025-05-29T22:39:48.840421
432259,22.613,21.293,72.12,78.524,2025-05-29T22:39:48.841779
432268,22.4,21.28,72.093,78.435,2025-05-29T22:39:48.843126
432277,22.667,21.267,72.2,78.606,2025-05-29T22:39:48.844493
432286,22.587,21.36,72.093,78.51,2025-05-29T22:39:48.845957
432295,22.373,21.52,72.093,78.493,2025-05-29T22:39:48.847352
432304,22.667,21.387,72.253,78.687,2025-05-29T22:39:48.848732
432313,22.613,21.347,72.16,78.576,2025-05-29T22:39:48.850086
432321,22.627,21.427,72.067,78.515,2025-05-29T22:39:48.851446
432330,22.693,21.4,72.173,78.625,2025-05-29T22:39:48.861379
432339,22.653,21.507,72.12,78.594,2025-05-29T22:39:48.880362
432348,22.693,21.533,71.96,78.466,2025-05-29T22:39:48.882668
432357,22.72,21.573,71.893,78.424,2025-05-29T22:39:48.884924
432366,22.693,21.76,71.947,78.516,2025-05-29T22:39:48.890912
432375,22.72,21.773,71.8,78.393,2025-05-29T22:39:48.892113
432384,22.48,21.947,71.987,78.544,2025-05-29T22:39:48.893503
432393,22.787,21.96,71.907,78.562,2025-05-29T22:39:48.894856
432402,22.84,22.28,71.8,78.57,2025-05-29T22:39:48.896239
432410,22.893,22.293,71.6,78.407,2025-05-29T22:39:48.897624
432419,23.093,22.387,71.56,78.456,2025-05-29T22:39:48.898989
432428,23.053,22.467,71.507,78.418,2025-05-29T22:39:48.900331
432437,23.213,22.44,71.347,78.312,2025-05-29T22:39:48.901767
432446,23.467,22.573,71.333,78.414,2025-05-29T22:39:48.903145
432455,23.6,22.693,71.16,78.331,2025-05-29T22:39:48.904566
432464,23.707,22.84,71.16,78.405,2025-05-29T22:39:48.905920
432473,23.72,23.0,70.973,78.287,2025-05-29T22:39:48.907275
432482,23.8,23.187,70.84,78.246,2025-05-29T22:39:48.908619
432491,23.947,23.453,70.76,78.297,2025-05-29T22:39:48.909976
432499,23.947,23.493,70.72,78.273,2025-05-29T22:39:48.911369
432508,24.027,23.8,70.453,78.15,2025-05-29T22:39:48.912728
432517,24.32,23.933,70.333,78.173,2025-05-29T22:39:48.914089
432526,24.267,24.067,70.307,78.174,2025-05-29T22:39:48.915436
432535,24.36,24.52,70.08,78.14,2025-05-29T22:39:48.916780
432544,24.373,24.613,70.053,78.15,2025-05-29T22:39:48.918135
432553,24.453,24.667,70.0,78.144,2025-05-29T22:39:48.919501
432562,24.48,24.8,69.88,78.087,2025-05-29T22:39:48.920873
432571,24.373,24.96,69.773,78.009,2025-05-29T22:39:48.922216
432580,24.547,25.2,69.6,77.986,2025-05-29T22:39:48.923567
432589,24.587,25.333,69.467,77.922,2025-05-29T22:39:48.924906
432597,24.547,25.573,69.36,77.893,2025-05-29T22:39:48.926261
432606,24.453,25.813,69.107,77.718,2025-05-29T22:39:48.927650
432615,24.56,25.84,69.013,77.677,2025-05-29T22:39:48.929057
432624,24.187,26.12,68.933,77.583,2025-05-29T22:39:48.930419
432633,24.4,26.293,68.693,77.495,2025-05-29T22:39:48.931771
432642,24.213,26.627,68.68,77.538,2025-05-29T22:39:48.933125
432651,24.267,26.733,68.653,77.568,2025-05-29T22:39:48.934585
432660,23.933,27.04,68.387,77.335,2025-05-29T22:39:48.935969
432669,23.947,27.16,68.213,77.228,2025-05-29T22:39:48.937344
432678,23.88,27.24,68.147,77.177,2025-05-29T22:39:48.938695
432686,24.027,27.48,67.92,77.107,2025-05-29T22:39:48.940101
432695,24.053,27.547,67.853,77.081,2025-05-29T22:39:48.941467
432704,23.893,27.8,67.947,77.204,2025-05-29T22:39:48.952076
432713,23.773,27.88,67.507,76.809,2025-05-29T22:39:48.969079
432722,23.76,28.107,67.467,76.852,2025-05-29T22:39:48.972097
432731,23.733,28.427,67.12,76.658,2025-05-29T22:39:48.975235
432740,23.693,28.493,67.093,76.647,2025-05-29T22:39:48.980594
432749,23.747,28.627,66.773,76.433,2025-05-29T22:39:48.981969
432758,23.573,29.04,66.6,76.384,2025-05-29T22:39:48.983330
432767,23.707,29.467,66.307,76.334,2025-05-29T22:39:48.984685
432775,23.52,29.733,65.96,76.079,2025-05-29T22:39:48.986047
432784,23.36,30.013,65.64,75.862,2025-05-29T22:39:48.987396
432793,23.133,30.4,65.413,75.751,2025-05-29T22:39:48.988747
432802,23.16,30.64,65.04,75.534,2025-05-29T22:39:48.990087
432811,23.227,30.773,64.707,75.322,2025-05-29T22:39:48.991426
432820,23.253,31.013,64.373,75.143,2025-05-29T22:39:48.992765
432829,23.4,31.453,63.92,74.984,2025-05-29T22:39:48.994129
432838,23.24,31.747,63.613,74.797,2025-05-29T22:39:48.995502
432847,23.28,31.973,62.947,74.341,2025-05-29T22:39:48.996871
432856,23.227,32.307,62.533,74.119,2025-05-29T22:39:48.998215
432864,23.24,32.667,62.107,73.922,2025-05-29T22:39:48.999558
432873,23.187,33.0,61.627,73.651,2025-05-29T22:39:49.000950
432882,23.147,33.213,60.893,73.122,2025-05-29T22:39:49.002312
432891,23.227,33.613,60.4,72.921,2025-05-29T22:39:49.003675
432900,23.067,33.747,59.827,72.458,2025-05-29T22:39:49.005023
432909,23.067,34.12,59.12,72.052,2025-05-29T22:39:49.006389
432918,23.04,34.347,58.493,71.638,2025-05-29T22:39:49.007733
432927,23.133,34.56,57.84,71.239,2025-05-29T22:39:49.009083
432936,23.0,34.747,56.933,70.553,2025-05-29T22:39:49.010525
432945,23.04,35.0,56.187,70.091,2025-05-29T22:39:49.011924
432954,23.107,35.307,55.413,69.65,2025-05-29T22:39:49.013316
432962,23.213,35.12,54.587,68.935,2025-05-29T22:39:49.014661
432971,23.2,35.493,53.68,68.407,2025-05-29T22:39:49.016011
432980,23.267,35.507,52.8,67.749,2025-05-29T22:39:49.017365
432989,23.133,35.333,51.853,66.876,2025-05-29T22:39:49.018532
432998,22.907,35.613,50.773,66.113,2025-05-29T22:39:49.019913
433007,23.08,35.44,49.84,65.366,2025-05-29T22:39:49.021298
433016,22.547,35.347,48.747,64.296,2025-05-29T22:39:49.022664
433025,22.413,35.28,47.8,63.497,2025-05-29T22:39:49.024026
433034,22.267,34.973,46.68,62.434,2025-05-29T22:39:49.027904
433043,22.587,34.707,45.893,61.813,2025-05-29T22:39:49.041984
433051,22.533,34.387,45.133,61.051,2025-05-29T22:39:49.059451
433060,22.467,34.187,44.613,60.53,2025-05-29T22:39:49.062653
433069,22.587,33.973,44.0,60.003,2025-05-29T22:39:49.065892
433078,22.333,33.84,43.853,59.725,2025-05-29T22:39:49.072420
433087,22.427,33.8,43.48,59.463,2025-05-29T22:39:49.081220
433096,22.333,33.467,43.227,59.054,2025-05-29T22:39:49.090153
433105,22.787,33.4,43.253,59.208,2025-05-29T22:39:49.098930
433114,22.92,33.347,43.253,59.23,2025-05-29T22:39:49.107764
433123,22.96,33.293,43.4,59.323,2025-05-29T22:39:49.116480
433132,23.267,33.24,43.827,59.724,2025-05-29T22:39:49.131660
433141,23.667,33.213,44.133,60.091,2025-05-29T22:39:49.148014
433149,23.973,33.387,44.613,60.661,2025-05-29T22:39:49.152562
433158,24.547,33.52,45.267,61.443,2025-05-29T22:39:49.159939
433167,24.8,33.4,45.867,61.922,2025-05-29T22:39:49.161318
433176,25.613,33.507,46.6,62.851,2025-05-29T22:39:49.170249
433185,26.107,33.427,47.373,63.586,2025-05-29T22:39:49.179160
433194,26.627,33.48,48.253,64.485,2025-05-29T22:39:49.188091
433203,27.293,33.293,49.067,65.276,2025-05-29T22:39:49.197014
433212,27.333,33.253,49.827,65.845,2025-05-29T22:39:49.205947
433221,28.08,33.027,50.773,66.762,2025-05-29T22:39:49.221074
433230,28.52,32.867,51.547,67.459,2025-05-29T22:39:49.239503
433238,29.04,32.773,52.533,68.39,2025-05-29T22:39:49.243189
433247,29.32,32.413,53.36,68.975,2025-05-29T22:39:49.252044
433256,29.893,32.107,54.507,69.967,2025-05-29T22:39:49.253442
433265,30.32,31.6,55.36,70.587,2025-05-29T22:39:49.258592
433274,30.64,31.227,56.16,71.189,2025-05-29T22:39:49.267531
433283,31.187,30.627,56.947,71.788,2025-05-29T22:39:49.276476
433292,31.547,30.24,57.547,72.258,2025-05-29T22:39:49.285399
433301,31.72,29.6,58.093,72.506,2025-05-29T22:39:49.294320
433310,32.24,28.973,59.013,73.222,2025-05-29T22:39:49.312112
433319,32.773,28.307,59.56,73.639,2025-05-29T22:39:49.330379
433327,33.013,27.64,60.213,74.024,2025-05-29T22:39:49.332419
433336,33.227,26.987,60.653,74.237,2025-05-29T22:39:49.335382
433345,33.573,26.6,61.253,74.744,2025-05-29T22:39:49.344157
433354,33.747,25.987,61.747,75.012,2025-05-29T22:39:49.348049
433363,33.76,25.187,62.213,75.131,2025-05-29T22:39:49.356725
433372,33.947,24.707,62.693,75.454,2025-05-29T22:39:49.365635
433381,34.107,24.08,63.36,75.879,2025-05-29T22:39:49.374546
433390,34.453,23.427,63.693,76.11,2025-05-29T22:39:49.383447
433399,34.053,23.067,64.067,76.133,2025-05-29T22:39:49.392377
433408,34.133,22.32,64.613,76.408,2025-05-29T22:39:49.404752
433417,34.147,21.853,65.333,76.89,2025-05-29T22:39:49.423386
433425,34.067,21.253,65.853,77.129,2025-05-29T22:39:49.425221
433434,33.707,20.76,66.707,77.569,2025-05-29T22:39:49.430255
433443,33.533,20.0,67.24,77.754,2025-05-29T22:39:49.437536
433452,33.08,19.373,68.093,78.143,2025-05-29T22:39:49.446809
433461,32.72,18.72,68.787,78.439,2025-05-29T22:39:49.455533
433470,31.987,18.32,69.547,78.712,2025-05-29T22:39:49.463966
433479,31.413,17.48,70.16,78.834,2025-05-29T22:39:49.472267
433488,30.667,17.053,70.92,79.126,2025-05-29T22:39:49.481231
433497,29.787,16.56,71.573,79.273,2025-05-29T22:39:49.494790
433506,28.867,16.12,72.093,79.313,2025-05-29T22:39:49.512340
433514,28.04,15.827,72.547,79.371,2025-05-29T22:39:49.515803
433523,26.96,15.667,72.907,79.295,2025-05-29T22:39:49.518870
433532,25.933,15.467,73.4,79.368,2025-05-29T22:39:49.525719
433541,25.093,15.2,73.587,79.219,2025-05-29T22:39:49.534680
433550,23.947,14.973,73.707,78.932,2025-05-29T22:39:49.543515
433559,22.88,14.96,73.947,78.838,2025-05-29T22:39:49.552480
433568,22.173,14.867,74.227,78.881,2025-05-29T22:39:49.561307
433577,21.147,14.867,74.173,78.549,2025-05-29T22:39:49.570219
433586,19.693,15.12,74.293,78.332,2025-05-29T22:39:49.583793
433595,19.067,15.093,74.253,78.134,2025-05-29T22:39:49.603334
433604,17.973,15.333,74.067,77.743,2025-05-29T22:39:49.608815
433612,16.707,15.333,74.053,77.448,2025-05-29T22:39:49.615563
433621,15.8,15.813,73.973,77.277,2025-05-29T22:39:49.616771
433630,14.733,15.947,73.693,76.825,2025-05-29T22:39:49.624197
433639,13.88,16.293,73.307,76.368,2025-05-29T22:39:49.633097
433648,12.933,16.68,72.947,75.939,2025-05-29T22:39:49.641622
433657,11.973,17.187,72.787,75.741,2025-05-29T22:39:49.650478
433666,10.88,17.573,72.187,75.087,2025-05-29T22:39:49.659266
433675,9.84,17.92,72.04,74.885,2025-05-29T22:39:49.675231
433684,9.0,18.267,71.587,74.427,2025-05-29T22:39:49.693012
433693,8.16,18.64,70.933,73.794,2025-05-29T22:39:49.695834
433701,7.547,18.947,70.573,73.461,2025-05-29T22:39:49.701486
433710,6.707,19.16,70.24,73.115,2025-05-29T22:39:49.705144
433719,6.0,19.373,69.787,72.674,2025-05-29T22:39:49.712716
433728,5.56,19.733,69.28,72.25,2025-05-29T22:39:49.722793
433737,5.173,20.173,68.773,71.857,2025-05-29T22:39:49.730456
