Timestamp_ms,X_uT,Y_uT,Z_uT,Magnitude_uT,System_Time
482435,9.427,5.573,30.88,32.764,2025-05-29T22:40:38.433916
482444,9.413,6.8,30.547,32.68,2025-05-29T22:40:38.470875
482453,9.64,7.933,30.253,32.728,2025-05-29T22:40:38.472248
482462,9.693,9.107,30.12,32.926,2025-05-29T22:40:38.473594
482471,9.88,10.453,29.867,33.15,2025-05-29T22:40:38.474944
482480,10.253,11.533,29.947,33.689,2025-05-29T22:40:38.476304
482489,11.067,12.76,29.92,34.358,2025-05-29T22:40:38.482699
482498,11.467,13.947,29.947,34.969,2025-05-29T22:40:38.491612
482507,11.667,15.147,29.96,35.541,2025-05-29T22:40:38.500402
482516,12.307,16.387,30.027,36.354,2025-05-29T22:40:38.509122
482525,12.653,17.373,30.24,37.1,2025-05-29T22:40:38.518066
482534,12.947,18.387,30.387,37.803,2025-05-29T22:40:38.530778
482542,13.653,19.427,30.76,38.859,2025-05-29T22:40:38.538735
482551,13.947,20.227,30.96,39.524,2025-05-29T22:40:38.549862
482560,14.32,21.067,31.04,40.154,2025-05-29T22:40:38.559918
482569,14.667,21.88,31.533,41.088,2025-05-29T22:40:38.566396
482578,14.84,22.787,31.68,41.75,2025-05-29T22:40:38.578878
482587,15.52,23.533,32.267,42.847,2025-05-29T22:40:38.615913
482596,15.813,24.24,32.613,43.604,2025-05-29T22:40:38.617301
482605,15.853,25.0,32.973,44.312,2025-05-29T22:40:38.618648
482614,16.48,25.747,33.373,45.258,2025-05-29T22:40:38.619987
482623,16.773,26.32,33.707,45.937,2025-05-29T22:40:38.621349
482632,17.053,26.987,34.24,46.813,2025-05-29T22:40:38.625224
482641,16.853,27.467,34.72,47.37,2025-05-29T22:40:38.634150
482649,17.333,28.04,34.813,47.944,2025-05-29T22:40:38.643058
482658,17.133,28.467,35.453,48.588,2025-05-29T22:40:38.651981
482667,17.6,29.053,35.76,49.322,2025-05-29T22:40:38.660939
482676,17.427,29.413,36.307,49.87,2025-05-29T22:40:38.676993
482685,17.533,30.213,36.533,50.546,2025-05-29T22:40:38.685318
482694,17.6,30.44,37.107,51.12,2025-05-29T22:40:38.696365
482703,17.947,30.907,37.6,51.875,2025-05-29T22:40:38.707250
482712,17.787,31.267,37.933,52.277,2025-05-29T22:40:38.713917
482721,17.84,31.533,38.333,52.745,2025-05-29T22:40:38.720242
482730,17.947,31.987,38.84,53.421,2025-05-29T22:40:38.763723
482739,18.173,32.067,39.027,53.681,2025-05-29T22:40:38.765141
482748,18.293,32.533,39.627,54.437,2025-05-29T22:40:38.766486
482756,18.36,32.827,39.92,54.848,2025-05-29T22:40:38.767825
482765,18.347,32.973,40.373,55.262,2025-05-29T22:40:38.769168
482774,18.627,33.307,40.64,55.749,2025-05-29T22:40:38.770529
482783,18.627,33.587,41.08,56.237,2025-05-29T22:40:38.776737
482792,18.48,33.853,41.507,56.66,2025-05-29T22:40:38.785654
482801,18.787,33.92,41.707,56.947,2025-05-29T22:40:38.794324
482810,18.88,34.027,42.16,57.374,2025-05-29T22:40:38.803257
482819,18.88,34.347,42.573,57.867,2025-05-29T22:40:38.812190
482828,19.053,34.427,42.88,58.197,2025-05-29T22:40:38.824738
482837,19.147,34.707,43.187,58.619,2025-05-29T22:40:38.832862
482846,19.307,34.853,43.8,59.211,2025-05-29T22:40:38.842898
482855,19.213,34.84,44.08,59.38,2025-05-29T22:40:38.854693
482864,19.24,35.133,44.547,59.908,2025-05-29T22:40:38.867129
482872,19.187,35.36,44.96,60.331,2025-05-29T22:40:38.910059
482881,19.16,35.427,45.04,60.421,2025-05-29T22:40:38.911424
482890,18.867,35.44,45.4,60.606,2025-05-29T22:40:38.912767
482899,18.707,35.693,45.733,60.955,2025-05-29T22:40:38.914140
482908,18.707,35.693,45.853,61.045,2025-05-29T22:40:38.915639
482917,18.44,35.88,45.987,61.173,2025-05-29T22:40:38.917042
482926,18.147,35.8,46.013,61.059,2025-05-29T22:40:38.919657
482935,18.013,35.893,46.24,61.245,2025-05-29T22:40:38.928432
482944,17.493,36.107,46.44,61.371,2025-05-29T22:40:38.937333
482953,16.853,36.173,46.52,61.292,2025-05-29T22:40:38.945876
482962,16.64,36.333,46.56,61.358,2025-05-29T22:40:38.954772
482971,15.933,36.267,46.653,61.202,2025-05-29T22:40:38.970353
482979,15.533,36.24,46.787,61.185,2025-05-29T22:40:38.978690
482988,14.987,36.333,46.787,61.104,2025-05-29T22:40:38.989600
482997,14.533,36.2,46.813,60.936,2025-05-29T22:40:39.000296
483006,13.707,36.24,46.853,60.798,2025-05-29T22:40:39.013123
483015,13.307,36.147,47.013,60.777,2025-05-29T22:40:39.020071
483024,12.88,36.093,47.227,60.819,2025-05-29T22:40:39.056998
483033,12.107,36.36,47.587,61.099,2025-05-29T22:40:39.058377
483042,11.867,36.293,47.933,61.283,2025-05-29T22:40:39.059737
483051,11.28,36.12,48.427,61.458,2025-05-29T22:40:39.061093
483060,10.96,36.213,48.84,61.781,2025-05-29T22:40:39.062469
483069,10.36,36.027,49.68,62.236,2025-05-29T22:40:39.063704
483078,9.987,36.107,50.347,62.755,2025-05-29T22:40:39.071124
483086,9.707,35.907,51.28,63.349,2025-05-29T22:40:39.079850
483095,9.493,35.88,51.84,63.756,2025-05-29T22:40:39.088734
483104,9.173,35.6,52.64,64.207,2025-05-29T22:40:39.097637
483113,8.907,35.48,53.12,64.497,2025-05-29T22:40:39.106532
483122,8.667,35.4,53.72,64.916,2025-05-29T22:40:39.117688
483131,8.613,35.213,54.28,65.272,2025-05-29T22:40:39.126494
483140,8.48,35.147,54.413,65.33,2025-05-29T22:40:39.138797
483149,8.44,34.987,54.867,65.617,2025-05-29T22:40:39.148354
483158,8.32,34.827,55.013,65.64,2025-05-29T22:40:39.160977
483167,8.107,34.827,55.173,65.747,2025-05-29T22:40:39.173668
483176,8.187,34.92,55.333,65.941,2025-05-29T22:40:39.203745
483185,8.28,34.947,55.6,66.191,2025-05-29T22:40:39.205112
483193,8.587,34.747,55.573,66.102,2025-05-29T22:40:39.206459
483202,8.72,34.947,55.253,65.956,2025-05-29T22:40:39.207797
483211,9.16,35.213,55.013,65.957,2025-05-29T22:40:39.209071
483220,9.52,35.4,54.48,65.665,2025-05-29T22:40:39.214207
483229,9.827,35.587,54.147,65.535,2025-05-29T22:40:39.222987
483238,10.613,35.893,53.747,65.496,2025-05-29T22:40:39.231795
483247,11.053,36.093,53.733,65.667,2025-05-29T22:40:39.240714
483256,11.48,36.093,53.493,65.544,2025-05-29T22:40:39.249581
483265,11.587,36.293,53.4,65.597,2025-05-29T22:40:39.264700
483274,11.88,36.213,53.333,65.551,2025-05-29T22:40:39.273192
483283,12.227,36.187,53.267,65.546,2025-05-29T22:40:39.283104
483292,12.387,36.347,53.28,65.675,2025-05-29T22:40:39.287505
483301,12.813,36.507,53.187,65.77,2025-05-29T22:40:39.301654
483309,13.173,36.4,53.307,65.879,2025-05-29T22:40:39.314222
483318,13.64,36.32,53.133,65.79,2025-05-29T22:40:39.351647
483327,14.12,36.533,53.133,66.009,2025-05-29T22:40:39.353035
483336,14.28,36.52,53.373,66.229,2025-05-29T22:40:39.354385
483345,14.893,36.48,53.44,66.396,2025-05-29T22:40:39.355731
483354,15.4,36.573,53.68,66.756,2025-05-29T22:40:39.357116
483363,16.013,36.52,53.747,66.924,2025-05-29T22:40:39.358466
483372,16.253,36.587,54.0,67.222,2025-05-29T22:40:39.364878
483381,16.973,36.467,54.253,67.538,2025-05-29T22:40:39.374554
483390,17.373,36.52,54.52,67.882,2025-05-29T22:40:39.383242
483399,17.827,36.32,54.76,68.085,2025-05-29T22:40:39.391969
483408,18.307,36.373,54.947,68.391,2025-05-29T22:40:39.400765
483416,18.413,36.24,55.173,68.531,2025-05-29T22:40:39.412466
483425,18.84,36.253,55.427,68.858,2025-05-29T22:40:39.420938
483434,19.013,36.173,55.76,69.132,2025-05-29T22:40:39.430676
483443,19.307,35.813,56.04,69.252,2025-05-29T22:40:39.441988
483452,19.507,35.987,56.133,69.473,2025-05-29T22:40:39.455008
483461,19.827,35.827,56.293,69.61,2025-05-29T22:40:39.461489
483470,19.933,35.827,56.453,69.77,2025-05-29T22:40:39.500694
483479,20.16,35.587,56.52,69.766,2025-05-29T22:40:39.502080
483488,20.16,35.707,56.72,69.99,2025-05-29T22:40:39.503430
483497,20.147,35.787,56.773,70.07,2025-05-29T22:40:39.504767
483506,20.173,35.707,56.893,70.134,2025-05-29T22:40:39.506141
483515,20.227,35.547,56.867,70.046,2025-05-29T22:40:39.507491
483524,20.347,35.52,56.893,70.089,2025-05-29T22:40:39.517636
483532,20.72,35.293,57.107,70.257,2025-05-29T22:40:39.525293
483541,21.267,35.2,57.4,70.612,2025-05-29T22:40:39.535581
483550,21.6,35.36,57.467,70.847,2025-05-29T22:40:39.544508
483559,21.867,35.013,57.48,70.767,2025-05-29T22:40:39.552218
483568,22.733,34.733,57.853,71.205,2025-05-29T22:40:39.562072
483577,23.187,34.6,58.027,71.427,2025-05-29T22:40:39.570967
483586,23.467,34.413,58.267,71.624,2025-05-29T22:40:39.582161
483595,23.76,34.333,58.547,71.91,2025-05-29T22:40:39.592480
483604,23.907,34.147,58.627,71.935,2025-05-29T22:40:39.605465
483613,23.947,34.267,58.787,72.135,2025-05-29T22:40:39.612001
483622,23.92,34.133,58.96,72.205,2025-05-29T22:40:39.649566
483631,23.987,34.08,58.96,72.202,2025-05-29T22:40:39.650979
483639,24.04,33.947,59.107,72.277,2025-05-29T22:40:39.652350
483648,24.227,33.92,59.24,72.435,2025-05-29T22:40:39.653698
483657,24.28,33.867,59.6,72.723,2025-05-29T22:40:39.655044
483666,24.387,33.6,59.707,72.722,2025-05-29T22:40:39.660186
483675,24.547,33.453,59.92,72.884,2025-05-29T22:40:39.669085
483684,24.613,33.44,59.947,72.922,2025-05-29T22:40:39.678013
483693,24.84,33.28,60.173,73.112,2025-05-29T22:40:39.686970
483702,24.987,33.12,60.24,73.145,2025-05-29T22:40:39.695861
483711,25.267,33.08,60.507,73.442,2025-05-29T22:40:39.710402
483720,25.4,32.88,60.373,73.288,2025-05-29T22:40:39.719533
483729,25.48,32.8,60.627,73.489,2025-05-29T22:40:39.729789
483738,25.68,32.667,60.693,73.554,2025-05-29T22:40:39.733336
483746,25.68,32.667,60.733,73.587,2025-05-29T22:40:39.748173
483755,25.733,32.653,60.867,73.71,2025-05-29T22:40:39.760978
483764,25.44,32.72,60.653,73.462,2025-05-29T22:40:39.798760
483773,25.533,32.84,60.307,73.262,2025-05-29T22:40:39.800161
483782,25.64,32.84,60.133,73.157,2025-05-29T22:40:39.801522
483791,25.84,33.053,59.88,73.115,2025-05-29T22:40:39.802884
483800,25.853,33.2,59.253,72.675,2025-05-29T22:40:39.804239
483809,25.96,33.387,58.92,72.527,2025-05-29T22:40:39.805608
483818,26.0,33.387,58.427,72.141,2025-05-29T22:40:39.810747
483827,26.16,33.587,57.907,71.872,2025-05-29T22:40:39.819668
483836,26.24,33.693,57.147,71.341,2025-05-29T22:40:39.828592
483845,26.533,33.893,56.36,70.917,2025-05-29T22:40:39.837513
483853,26.8,33.827,55.267,70.121,2025-05-29T22:40:39.847249
483862,27.213,33.88,54.387,69.616,2025-05-29T22:40:39.859807
483871,27.64,33.64,53.387,68.889,2025-05-29T22:40:39.868394
483880,27.973,33.467,52.333,68.127,2025-05-29T22:40:39.878511
483889,28.467,33.107,51.2,67.289,2025-05-29T22:40:39.890321
483898,29.227,32.52,50.48,66.783,2025-05-29T22:40:39.897006
483907,29.773,32.173,49.733,66.295,2025-05-29T22:40:39.910029
483916,30.373,31.387,48.947,65.601,2025-05-29T22:40:39.948397
483925,30.787,30.76,48.44,65.119,2025-05-29T22:40:39.949787
483934,31.56,29.96,47.88,64.7,2025-05-29T22:40:39.951150
483943,32.347,29.013,47.053,64.048,2025-05-29T22:40:39.952496
483952,32.933,28.16,46.72,63.721,2025-05-29T22:40:39.953851
483960,33.28,27.133,46.267,63.122,2025-05-29T22:40:39.955207
483969,33.933,26.28,46.227,63.079,2025-05-29T22:40:39.962865
483978,34.533,25.2,46.04,62.827,2025-05-29T22:40:39.971761
483987,35.067,23.867,45.96,62.543,2025-05-29T22:40:39.980455
483996,35.333,22.733,45.627,62.025,2025-05-29T22:40:39.989370
484005,36.253,21.44,45.56,62.046,2025-05-29T22:40:39.998150
484014,36.493,20.013,45.373,61.571,2025-05-29T22:40:40.009516
484023,36.84,18.827,45.6,61.571,2025-05-29T22:40:40.018349
484032,36.987,17.8,45.387,61.195,2025-05-29T22:40:40.028134
484041,37.347,16.667,45.147,60.916,2025-05-29T22:40:40.040258
484050,37.413,15.653,44.907,60.509,2025-05-29T22:40:40.053141
484059,37.48,14.573,44.88,60.261,2025-05-29T22:40:40.059873
484068,37.507,13.347,44.893,60.002,2025-05-29T22:40:40.097792
484076,37.693,12.28,44.64,59.702,2025-05-29T22:40:40.099206
484085,37.613,10.96,44.84,59.544,2025-05-29T22:40:40.100556
484094,37.64,9.68,44.867,59.359,2025-05-29T22:40:40.101891
484103,37.32,8.813,44.92,59.062,2025-05-29T22:40:40.103301
484112,37.507,7.827,44.973,59.081,2025-05-29T22:40:40.105921
484121,37.267,6.907,44.973,58.814,2025-05-29T22:40:40.114845
484130,37.187,5.907,45.147,58.787,2025-05-29T22:40:40.123706
484139,36.813,4.947,45.16,58.473,2025-05-29T22:40:40.132608
484148,36.64,3.72,45.413,58.47,2025-05-29T22:40:40.141301
484157,36.44,2.653,45.68,58.494,2025-05-29T22:40:40.158604
484166,36.16,1.32,46.013,58.536,2025-05-29T22:40:40.189982
484175,35.987,0.493,46.453,58.764,2025-05-29T22:40:40.196642
484183,35.613,-0.573,47.067,59.025,2025-05-29T22:40:40.234036
484192,35.613,-1.373,47.733,59.571,2025-05-29T22:40:40.248224
484201,35.147,-2.267,48.453,59.901,2025-05-29T22:40:40.249604
484210,35.027,-3.12,49.187,60.464,2025-05-29T22:40:40.250959
484219,34.987,-3.933,49.973,61.13,2025-05-29T22:40:40.252336
484228,34.773,-4.627,50.84,61.768,2025-05-29T22:40:40.253707
484237,34.44,-4.947,51.453,62.113,2025-05-29T22:40:40.255073
484246,34.027,-5.373,52.36,62.676,2025-05-29T22:40:40.256421
484255,34.187,-5.947,53.173,63.494,2025-05-29T22:40:40.257762
484264,34.0,-6.387,53.96,64.097,2025-05-29T22:40:40.259131
484273,33.68,-6.747,54.987,64.834,2025-05-29T22:40:40.265527
484282,33.387,-6.96,55.72,65.329,2025-05-29T22:40:40.274427
484290,33.107,-7.213,56.72,66.07,2025-05-29T22:40:40.284651
484299,32.787,-7.267,57.48,66.571,2025-05-29T22:40:40.292323
484308,32.667,-7.427,58.453,67.373,2025-05-29T22:40:40.308863
484317,32.32,-7.427,59.387,68.018,2025-05-29T22:40:40.317239
484326,31.733,-7.32,60.293,68.526,2025-05-29T22:40:40.328170
484335,31.92,-7.36,61.16,69.38,2025-05-29T22:40:40.339021
484344,31.573,-7.28,61.96,69.921,2025-05-29T22:40:40.352101
484353,31.16,-7.013,62.72,70.384,2025-05-29T22:40:40.358691
484362,30.827,-6.907,63.133,70.596,2025-05-29T22:40:40.397047
484371,30.747,-6.84,63.84,71.188,2025-05-29T22:40:40.398419
484380,30.52,-6.56,64.213,71.399,2025-05-29T22:40:40.399768
484389,30.24,-6.28,64.587,71.591,2025-05-29T22:40:40.401129
484398,30.32,-6.027,64.84,71.832,2025-05-29T22:40:40.402491
484406,30.213,-5.933,64.84,71.779,2025-05-29T22:40:40.403860
484415,30.133,-5.747,65.2,72.056,2025-05-29T22:40:40.408999
484424,30.227,-5.587,65.36,72.227,2025-05-29T22:40:40.417899
484433,29.907,-5.547,65.12,71.873,2025-05-29T22:40:40.426639
484442,30.387,-5.6,65.227,72.175,2025-05-29T22:40:40.435679
484451,30.547,-5.547,64.987,72.022,2025-05-29T22:40:40.444563
484460,30.773,-5.507,64.733,71.887,2025-05-29T22:40:40.458006
484469,30.867,-5.6,64.453,71.682,2025-05-29T22:40:40.466633
484478,31.147,-5.64,64.187,71.567,2025-05-29T22:40:40.476639
484487,31.307,-5.547,63.827,71.307,2025-05-29T22:40:40.488465
484496,31.56,-5.573,63.6,71.218,2025-05-29T22:40:40.495428
484505,31.613,-5.693,63.307,70.99,2025-05-29T22:40:40.508411
484513,31.76,-6.027,62.92,70.739,2025-05-29T22:40:40.546937
484522,32.16,-6.053,62.387,70.449,2025-05-29T22:40:40.548364
484531,32.107,-6.08,61.773,69.884,2025-05-29T22:40:40.549725
484540,32.533,-6.267,60.987,69.405,2025-05-29T22:40:40.551077
484549,32.48,-6.413,60.333,68.82,2025-05-29T22:40:40.552472
484558,32.8,-6.453,59.76,68.474,2025-05-29T22:40:40.553812
484567,33.013,-6.507,58.667,67.631,2025-05-29T22:40:40.560013
484576,33.28,-6.64,57.64,66.888,2025-05-29T22:40:40.568939
484585,33.693,-6.36,56.64,66.21,2025-05-29T22:40:40.577665
484594,33.867,-6.427,55.307,65.17,2025-05-29T22:40:40.587823
484603,33.96,-6.08,54.0,64.08,2025-05-29T22:40:40.596754
484612,34.24,-5.68,52.587,63.008,2025-05-29T22:40:40.608135
484621,34.587,-5.107,51.027,61.855,2025-05-29T22:40:40.616517
484629,34.627,-4.52,49.533,60.605,2025-05-29T22:40:40.626585
484638,34.68,-3.52,48.08,59.387,2025-05-29T22:40:40.638540
484647,34.84,-2.44,46.8,58.395,2025-05-29T22:40:40.651764
484656,34.84,-1.707,45.6,57.412,2025-05-29T22:40:40.676017
484665,34.733,-0.493,44.533,56.479,2025-05-29T22:40:40.696780
484674,34.787,0.76,43.48,55.688,2025-05-29T22:40:40.698218
484683,34.667,2.347,42.56,54.942,2025-05-29T22:40:40.699496
484692,34.76,3.653,41.84,54.518,2025-05-29T22:40:40.700847
484701,34.533,5.12,40.893,53.768,2025-05-29T22:40:40.702204
484710,34.507,6.613,40.56,53.662,2025-05-29T22:40:40.703568
484719,34.467,8.08,40.173,53.546,2025-05-29T22:40:40.712476
484728,34.547,9.493,39.867,53.6,2025-05-29T22:40:40.721381
484737,34.373,10.88,39.813,53.712,2025-05-29T22:40:40.730050
484745,34.16,12.267,39.693,53.786,2025-05-29T22:40:40.738683
484754,34.333,13.453,39.733,54.208,2025-05-29T22:40:40.747617
484763,34.067,14.867,39.72,54.399,2025-05-29T22:40:40.757526
484772,34.0,16.08,39.773,54.74,2025-05-29T22:40:40.766000
484781,33.893,17.36,39.88,55.141,2025-05-29T22:40:40.775600
484790,33.693,18.573,39.88,55.413,2025-05-29T22:40:40.788076
484799,33.48,19.733,40.08,55.828,2025-05-29T22:40:40.807359
484808,33.24,20.773,40.28,56.204,2025-05-29T22:40:40.845722
484817,32.987,21.947,40.387,56.576,2025-05-29T22:40:40.847124
484826,32.547,22.813,40.653,56.854,2025-05-29T22:40:40.848472
484835,32.507,23.8,41.093,57.548,2025-05-29T22:40:40.849810
484844,32.093,24.867,41.453,58.023,2025-05-29T22:40:40.851180
484852,31.813,26.027,42.107,58.843,2025-05-29T22:40:40.852543
484861,31.373,26.893,42.493,59.272,2025-05-29T22:40:40.855150
484870,31.267,27.787,43.187,60.123,2025-05-29T22:40:40.863995
484879,30.893,28.667,43.747,60.745,2025-05-29T22:40:40.872756
484888,30.4,29.733,44.707,61.7,2025-05-29T22:40:40.881686
484897,29.947,30.48,45.48,62.404,2025-05-29T22:40:40.890606
484906,29.787,31.2,46.48,63.412,2025-05-29T22:40:40.906337
484915,29.333,31.853,47.173,64.034,2025-05-29T22:40:40.914669
484924,28.693,32.787,48.133,64.924,2025-05-29T22:40:40.925573
484933,28.427,33.253,48.933,65.638,2025-05-29T22:40:40.930035
484942,27.893,33.587,49.68,66.138,2025-05-29T22:40:40.936791
484951,27.693,33.987,50.28,66.709,2025-05-29T22:40:40.956262
484960,27.147,34.16,50.92,67.057,2025-05-29T22:40:40.994829
484968,26.88,34.373,51.547,67.536,2025-05-29T22:40:40.996206
484977,26.24,34.587,52.267,67.945,2025-05-29T22:40:40.997567
484986,26.16,34.747,52.76,68.376,2025-05-29T22:40:40.998911
484995,25.52,34.96,53.693,68.967,2025-05-29T22:40:41.000281
485004,25.28,35.08,54.293,69.408,2025-05-29T22:40:41.001644
485013,24.853,35.12,55.013,69.84,2025-05-29T22:40:41.006793
485022,24.333,34.947,55.64,70.066,2025-05-29T22:40:41.015711
485031,23.8,35.24,56.213,70.486,2025-05-29T22:40:41.024504
485040,23.347,35.093,56.987,70.881,2025-05-29T22:40:41.033441
485049,22.76,35.08,57.64,71.211,2025-05-29T22:40:41.042351
485058,22.573,34.867,58.4,71.664,2025-05-29T22:40:41.055595
485067,22.227,34.733,58.653,71.698,2025-05-29T22:40:41.063786
485075,21.84,34.76,58.947,71.833,2025-05-29T22:40:41.073614
485084,21.693,34.827,59.013,71.875,2025-05-29T22:40:41.085544
485093,21.253,34.827,59.347,72.018,2025-05-29T22:40:41.098746
485102,20.707,34.747,59.613,72.041,2025-05-29T22:40:41.105417
485111,20.76,34.813,59.72,72.176,2025-05-29T22:40:41.143211
485120,20.267,34.587,60.0,72.159,2025-05-29T22:40:41.144695
485129,20.08,34.467,60.373,72.361,2025-05-29T22:40:41.146053
485138,19.693,34.467,60.533,72.388,2025-05-29T22:40:41.147401
485147,19.6,34.413,60.693,72.472,2025-05-29T22:40:41.148678
485156,19.293,34.267,60.907,72.499,2025-05-29T22:40:41.150030
485165,18.92,34.107,61.24,72.606,2025-05-29T22:40:41.157684
485174,18.773,34.08,61.56,72.825,2025-05-29T22:40:41.166586
485182,18.573,33.6,62.067,72.981,2025-05-29T22:40:41.175485
485191,18.387,33.507,62.36,73.141,2025-05-29T22:40:41.184395
485200,18.04,33.507,62.653,73.305,2025-05-29T22:40:41.193310
485209,17.96,33.107,63.133,73.515,2025-05-29T22:40:41.203967
485218,18.133,32.707,63.587,73.769,2025-05-29T22:40:41.211848
485227,18.307,32.613,63.84,73.989,2025-05-29T22:40:41.222316
485236,18.293,32.28,64.107,74.07,2025-05-29T22:40:41.232611
485245,18.293,32.107,64.48,74.318,2025-05-29T22:40:41.239307
485254,18.28,31.893,64.533,74.269,2025-05-29T22:40:41.263637
485263,18.267,31.76,64.853,74.487,2025-05-29T22:40:41.290179
485272,18.213,31.653,64.96,74.522,2025-05-29T22:40:41.291550
485281,18.387,31.493,65.44,74.915,2025-05-29T22:40:41.292897
485289,18.52,31.213,65.6,74.971,2025-05-29T22:40:41.294249
485298,18.613,31.04,65.68,74.992,2025-05-29T22:40:41.295600
485307,18.533,30.787,65.8,74.973,2025-05-29T22:40:41.301156
485316,18.587,30.68,66.0,75.118,2025-05-29T22:40:41.310066
485325,18.427,30.493,66.227,75.202,2025-05-29T22:40:41.318980
485334,18.547,30.347,66.347,75.278,2025-05-29T22:40:41.327897
485343,18.44,30.227,66.4,75.251,2025-05-29T22:40:41.336816
485352,18.587,30.28,66.64,75.52,2025-05-29T22:40:41.351187
485361,18.493,30.107,66.653,75.439,2025-05-29T22:40:41.359154
485370,18.533,29.973,66.827,75.549,2025-05-29T22:40:41.369290
485379,18.88,29.827,67.08,75.801,2025-05-29T22:40:41.373950
485388,18.747,29.56,67.187,75.758,2025-05-29T22:40:41.382527
485396,18.853,29.467,67.4,75.937,2025-05-29T22:40:41.395825
485405,18.84,29.253,67.4,75.852,2025-05-29T22:40:41.402569
485414,18.933,28.987,67.573,75.927,2025-05-29T22:40:41.444752
485423,18.933,29.04,67.613,75.983,2025-05-29T22:40:41.446147
485432,19.013,28.813,67.92,76.19,2025-05-29T22:40:41.447501
485441,19.093,28.4,67.907,76.042,2025-05-29T22:40:41.448854
485450,18.84,28.453,68.2,76.261,2025-05-29T22:40:41.450210
485459,18.84,28.347,68.32,76.329,2025-05-29T22:40:41.452703
485468,18.72,28.253,68.347,76.289,2025-05-29T22:40:41.461554
485477,18.68,28.12,68.453,76.325,2025-05-29T22:40:41.470455
485486,18.52,28.12,68.387,76.226,2025-05-29T22:40:41.479378
485495,18.427,28.053,68.333,76.131,2025-05-29T22:40:41.488187
485504,18.507,27.947,68.627,76.375,2025-05-29T22:40:41.503998
485512,18.587,27.853,68.613,76.348,2025-05-29T22:40:41.512193
485521,18.547,27.773,68.787,76.465,2025-05-29T22:40:41.522156
485530,18.773,27.813,68.707,76.463,2025-05-29T22:40:41.524734
485539,18.493,27.867,68.707,76.414,2025-05-29T22:40:41.542264
485548,18.853,27.747,68.8,76.543,2025-05-29T22:40:41.549156
485557,19.107,27.573,68.853,76.591,2025-05-29T22:40:41.555920
485566,19.24,27.427,68.88,76.595,2025-05-29T22:40:41.596694
485575,19.56,27.587,68.813,76.674,2025-05-29T22:40:41.598147
485584,19.613,27.627,68.68,76.582,2025-05-29T22:40:41.599525
485593,19.773,27.667,68.733,76.686,2025-05-29T22:40:41.600961
485602,19.76,27.613,68.72,76.651,2025-05-29T22:40:41.602386
485611,20.04,27.587,68.84,76.822,2025-05-29T22:40:41.603770
485619,20.267,27.547,68.747,76.783,2025-05-29T22:40:41.612571
485628,20.387,27.307,69.027,76.98,2025-05-29T22:40:41.621855
485637,20.653,26.96,69.107,77.001,2025-05-29T22:40:41.630781
485646,20.84,26.667,69.333,77.153,2025-05-29T22:40:41.639707
485655,21.573,25.96,69.787,77.521,2025-05-29T22:40:41.657709
485664,22.067,25.36,70.147,77.786,2025-05-29T22:40:41.666118
485673,22.8,24.333,70.587,78.067,2025-05-29T22:40:41.675610
485682,23.4,23.72,70.747,78.2,2025-05-29T22:40:41.677632
485691,23.827,23.133,70.987,78.371,2025-05-29T22:40:41.694518
485700,24.347,22.653,71.213,78.596,2025-05-29T22:40:41.707241
485709,24.853,22.227,71.013,78.451,2025-05-29T22:40:41.745976
485718,25.187,21.8,71.187,78.595,2025-05-29T22:40:41.747378
485726,25.333,21.613,71.293,78.687,2025-05-29T22:40:41.748730
485735,25.893,21.147,71.44,78.875,2025-05-29T22:40:41.750102
485744,26.2,20.653,71.493,78.894,2025-05-29T22:40:41.751461
485753,26.4,20.293,71.52,78.892,2025-05-29T22:40:41.752821
485762,26.867,20.013,71.44,78.905,2025-05-29T22:40:41.755424
485771,27.12,19.88,71.28,78.813,2025-05-29T22:40:41.764313
485780,27.573,19.787,71.24,78.911,2025-05-29T22:40:41.773222
485789,27.573,19.867,71.28,78.967,2025-05-29T22:40:41.782139
485798,27.84,19.76,71.04,78.818,2025-05-29T22:40:41.791050
485807,28.107,19.72,71.053,78.914,2025-05-29T22:40:41.802840
485816,28.293,19.28,70.947,78.776,2025-05-29T22:40:41.814924
485825,28.56,19.213,71.093,78.988,2025-05-29T22:40:41.824487
485833,28.533,18.893,70.893,78.721,2025-05-29T22:40:41.829043
485842,28.96,18.72,70.933,78.871,2025-05-29T22:40:41.843039
485851,29.227,18.773,70.773,78.838,2025-05-29T22:40:41.849630
485860,29.16,18.493,70.747,78.724,2025-05-29T22:40:41.856329
485869,29.427,18.147,70.68,78.682,2025-05-29T22:40:41.894737
485878,29.853,17.88,70.733,78.83,2025-05-29T22:40:41.896107
485887,30.053,17.547,70.613,78.723,2025-05-29T22:40:41.897453
485896,30.44,17.147,70.533,78.712,2025-05-29T22:40:41.898807
485905,30.653,16.747,70.427,78.613,2025-05-29T22:40:41.900155
485914,30.973,16.053,70.493,78.653,2025-05-29T22:40:41.907788
485923,31.453,15.493,70.333,78.588,2025-05-29T22:40:41.916687
485932,31.693,15.053,70.12,78.408,2025-05-29T22:40:41.925596
485941,31.96,14.787,70.16,78.502,2025-05-29T22:40:41.934591
485949,32.04,14.827,70.187,78.566,2025-05-29T22:40:41.943427
485958,31.987,14.613,70.213,78.528,2025-05-29T22:40:41.955392
485967,31.973,14.613,70.067,78.391,2025-05-29T22:40:41.971234
